disasterType,id,disasterNumber,state,incidentBeginDate,placeCode,declaredCountyArea,incidentType
DR,54f4fbc7df7009de482140d5,4084,FL,2012-08-27T04:00:00.000Z,99045,Gulf (County),Hurricane
DR,54f4fbc7df7009de482140d6,4084,FL,2012-08-27T04:00:00.000Z,99113,Santa Rosa (County),Hurricane
DR,54f4fbc7df7009de48213e77,4084,FL,2012-08-27T04:00:00.000Z,99043,Glades (County),Hurricane
DR,54f4fbc7df7009de48213e78,4084,FL,2012-08-27T04:00:00.000Z,99099,Palm Beach (County),Hurricane
DR,54f4fbc8df7009de48214331,4084,FL,2012-08-27T04:00:00.000Z,99021,Collier (County),Hurricane
DR,54f4fbc8df7009de48214332,4084,FL,2012-08-27T04:00:00.000Z,99085,Martin (County),Hurricane
DR,54f4fbc8df7009de48214333,4084,FL,2012-08-27T04:00:00.000Z,99111,St. Lucie (County),Hurricane
DR,54f4fbc8df7009de4821458f,4084,FL,2012-08-27T04:00:00.000Z,99033,Escambia (County),Hurricane
DR,54f4fbc8df7009de48214590,4084,FL,2012-08-27T04:00:00.000Z,99087,Monroe (County),Hurricane
DR,54f4fbc9df7009de482147ed,4084,FL,2012-08-27T04:00:00.000Z,99037,Franklin (County),Hurricane
DR,54f4fbc9df7009de482147ee,4084,FL,2012-08-27T04:00:00.000Z,99091,Okaloosa (County),Hurricane
DR,54f4fbc7df7009de48213e32,4068,FL,2012-06-24T01:29:00.000Z,99021,Collier (County),Severe Storm(s)
DR,54f4fbc7df7009de48213e31,4068,FL,2012-06-24T01:29:00.000Z,99003,Baker (County),Severe Storm(s)
DR,54f4fbc7df7009de48213e34,4068,FL,2012-06-24T01:29:00.000Z,99057,Hillsborough (County),Severe Storm(s)
DR,54f4fbc7df7009de48213e33,4068,FL,2012-06-24T01:29:00.000Z,99041,Gilchrist (County),Severe Storm(s)
DR,54f4fbc7df7009de48213e35,4068,FL,2012-06-24T01:29:00.000Z,99077,Liberty (County),Severe Storm(s)
DR,54f4fbc7df7009de48213e36,4068,FL,2012-06-24T01:29:00.000Z,99103,Pinellas (County),Severe Storm(s)
DR,54f4fbc7df7009de48213e37,4068,FL,2012-06-24T01:29:00.000Z,99121,Suwannee (County),Severe Storm(s)
DR,54f4fbc8df7009de482142ed,4068,FL,2012-06-24T01:29:00.000Z,99029,Dixie (County),Severe Storm(s)
DR,54f4fbc8df7009de482142ec,4068,FL,2012-06-24T01:29:00.000Z,99015,Charlotte (County),Severe Storm(s)
DR,54f4fbc8df7009de482142ef,4068,FL,2012-06-24T01:29:00.000Z,99067,Lafayette (County),Severe Storm(s)
DR,54f4fbc8df7009de482142f0,4068,FL,2012-06-24T01:29:00.000Z,99081,Manatee (County),Severe Storm(s)
DR,54f4fbc8df7009de482142ee,4068,FL,2012-06-24T01:29:00.000Z,99047,Hamilton (County),Severe Storm(s)
DR,54f4fbc8df7009de482142f1,4068,FL,2012-06-24T01:29:00.000Z,99107,Putnam (County),Severe Storm(s)
DR,54f4fbc8df7009de482142f2,4068,FL,2012-06-24T01:29:00.000Z,99125,Union (County),Severe Storm(s)
DR,54f4fbc7df7009de48214090,4068,FL,2012-06-24T01:29:00.000Z,99023,Columbia (County),Severe Storm(s)
DR,54f4fbc7df7009de48214091,4068,FL,2012-06-24T01:29:00.000Z,99045,Gulf (County),Severe Storm(s)
DR,54f4fbc7df7009de48214093,4068,FL,2012-06-24T01:29:00.000Z,99079,Madison (County),Severe Storm(s)
DR,54f4fbc7df7009de4821408f,4068,FL,2012-06-24T01:29:00.000Z,99007,Bradford (County),Severe Storm(s)
DR,54f4fbc7df7009de48214092,4068,FL,2012-06-24T01:29:00.000Z,99065,Jefferson (County),Severe Storm(s)
DR,54f4fbc7df7009de48214094,4068,FL,2012-06-24T01:29:00.000Z,99105,Polk (County),Severe Storm(s)
DR,54f4fbc7df7009de48214095,4068,FL,2012-06-24T01:29:00.000Z,99123,Taylor (County),Severe Storm(s)
DR,54f4fbc9df7009de482147a8,4068,FL,2012-06-24T01:29:00.000Z,99019,Clay (County),Severe Storm(s)
DR,54f4fbc9df7009de482147a9,4068,FL,2012-06-24T01:29:00.000Z,99037,Franklin (County),Severe Storm(s)
DR,54f4fbc9df7009de482147aa,4068,FL,2012-06-24T01:29:00.000Z,99055,Highlands (County),Severe Storm(s)
DR,54f4fbc9df7009de482147ab,4068,FL,2012-06-24T01:29:00.000Z,99075,Levy (County),Severe Storm(s)
DR,54f4fbc9df7009de482147ac,4068,FL,2012-06-24T01:29:00.000Z,99101,Pasco (County),Severe Storm(s)
DR,54f4fbc9df7009de482147ad,4068,FL,2012-06-24T01:29:00.000Z,99115,Sarasota (County),Severe Storm(s)
DR,54f4fbc8df7009de4821454c,4068,FL,2012-06-24T01:29:00.000Z,99053,Hernando (County),Severe Storm(s)
DR,54f4fbc8df7009de4821454d,4068,FL,2012-06-24T01:29:00.000Z,99071,Lee (County),Severe Storm(s)
DR,54f4fbc8df7009de4821454e,4068,FL,2012-06-24T01:29:00.000Z,99089,Nassau (County),Severe Storm(s)
DR,54f4fbc8df7009de4821454a,4068,FL,2012-06-24T01:29:00.000Z,99017,Citrus (County),Severe Storm(s)
DR,54f4fbc8df7009de4821454f,4068,FL,2012-06-24T01:29:00.000Z,99113,Santa Rosa (County),Severe Storm(s)
DR,54f4fbc8df7009de4821454b,4068,FL,2012-06-24T01:29:00.000Z,99031,Duval (County),Severe Storm(s)
DR,54f4fbc8df7009de48214550,4068,FL,2012-06-24T01:29:00.000Z,99129,Wakulla (County),Severe Storm(s)
FM,54f4fbc0df7009de48213a0a,2902,FL,2011-04-26T04:00:00.000Z,99021,Collier (County),Fire
DR,54f4fbbadf7009de48212ad9,1840,FL,2009-05-17T04:00:00.000Z,99127,Volusia (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212ec7,1840,FL,2009-05-17T04:00:00.000Z,99003,Baker (County),Severe Storm(s)
DR,54f4fbbcdf7009de482132b2,1840,FL,2009-05-17T04:00:00.000Z,99019,Clay (County),Severe Storm(s)
DR,54f4fbbddf7009de482136a1,1840,FL,2009-05-17T04:00:00.000Z,99035,Flagler (County),Severe Storm(s)
DR,54f4fbb9df7009de482126e5,1840,FL,2009-05-17T04:00:00.000Z,99107,Putnam (County),Severe Storm(s)
FM,5465a03549d3d6a93c73a193,2819,FL,2009-05-11T04:00:00.000Z,99085,Martin (County),Fire
DR,54f4fbbadf7009de48212abc,1831,FL,2009-03-26T04:00:00.000Z,99037,Franklin (County),Severe Storm(s)
DR,54f4fbbadf7009de48212abf,1831,FL,2009-03-26T04:00:00.000Z,99121,Suwannee (County),Severe Storm(s)
DR,54f4fbbadf7009de48212abd,1831,FL,2009-03-26T04:00:00.000Z,99059,Holmes (County),Severe Storm(s)
DR,54f4fbbadf7009de48212abe,1831,FL,2009-03-26T04:00:00.000Z,99075,Levy (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212eaa,1831,FL,2009-03-26T04:00:00.000Z,99005,Bay (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212eab,1831,FL,2009-03-26T04:00:00.000Z,99039,Gadsden (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212eac,1831,FL,2009-03-26T04:00:00.000Z,99063,Jackson (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212ead,1831,FL,2009-03-26T04:00:00.000Z,99077,Liberty (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212eae,1831,FL,2009-03-26T04:00:00.000Z,99129,Wakulla (County),Severe Storm(s)
DR,54f4fbbcdf7009de48213296,1831,FL,2009-03-26T04:00:00.000Z,99041,Gilchrist (County),Severe Storm(s)
DR,54f4fbbcdf7009de48213297,1831,FL,2009-03-26T04:00:00.000Z,99065,Jefferson (County),Severe Storm(s)
DR,54f4fbbcdf7009de48213295,1831,FL,2009-03-26T04:00:00.000Z,99013,Calhoun (County),Severe Storm(s)
DR,54f4fbbcdf7009de48213299,1831,FL,2009-03-26T04:00:00.000Z,99131,Walton (County),Severe Storm(s)
DR,54f4fbbcdf7009de48213298,1831,FL,2009-03-26T04:00:00.000Z,99079,Madison (County),Severe Storm(s)
DR,54f4fbbddf7009de48213684,1831,FL,2009-03-26T04:00:00.000Z,99029,Dixie (County),Severe Storm(s)
DR,54f4fbbddf7009de48213685,1831,FL,2009-03-26T04:00:00.000Z,99045,Gulf (County),Severe Storm(s)
DR,54f4fbbddf7009de48213686,1831,FL,2009-03-26T04:00:00.000Z,99067,Lafayette (County),Severe Storm(s)
DR,54f4fbbddf7009de48213687,1831,FL,2009-03-26T04:00:00.000Z,99091,Okaloosa (County),Severe Storm(s)
DR,54f4fbbddf7009de48213688,1831,FL,2009-03-26T04:00:00.000Z,99133,Washington (County),Severe Storm(s)
DR,54f4fbb9df7009de482126cb,1831,FL,2009-03-26T04:00:00.000Z,99113,Santa Rosa (County),Severe Storm(s)
DR,54f4fbb9df7009de482126ca,1831,FL,2009-03-26T04:00:00.000Z,99073,Leon (County),Severe Storm(s)
DR,54f4fbb9df7009de482126c8,1831,FL,2009-03-26T04:00:00.000Z,99033,Escambia (County),Severe Storm(s)
DR,54f4fbb9df7009de482126c9,1831,FL,2009-03-26T04:00:00.000Z,99047,Hamilton (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c60,3293,FL,2008-09-05T16:00:00.000Z,99087,Monroe (County),Hurricane
DR,54f4fbbbdf7009de48212e5b,1806,FL,2008-08-31T04:00:00.000Z,99037,Franklin (County),Hurricane
DR,54f4fbbadf7009de48212a6c,1806,FL,2008-08-31T04:00:00.000Z,99033,Escambia (County),Hurricane
DR,54f4fbbcdf7009de48213246,1806,FL,2008-08-31T04:00:00.000Z,99045,Gulf (County),Hurricane
DR,54f4fbbcdf7009de48213636,1806,FL,2008-08-31T04:00:00.000Z,99091,Okaloosa (County),Hurricane
DR,54f4fbb9df7009de48212678,1806,FL,2008-08-31T04:00:00.000Z,99005,Bay (County),Hurricane
DR,54f4fbb9df7009de48212679,1806,FL,2008-08-31T04:00:00.000Z,99113,Santa Rosa (County),Hurricane
DR,54f4fbbadf7009de48212a19,1785,FL,2008-08-18T13:00:00.000Z,99073,Leon (County),Severe Storm(s)
DR,54f4fbbadf7009de48212a18,1785,FL,2008-08-18T13:00:00.000Z,99051,Hendry (County),Severe Storm(s)
DR,54f4fbbadf7009de48212a15,1785,FL,2008-08-18T13:00:00.000Z,99003,Baker (County),Severe Storm(s)
DR,54f4fbbadf7009de48212a1a,1785,FL,2008-08-18T13:00:00.000Z,99085,Martin (County),Severe Storm(s)
DR,54f4fbbadf7009de48212a17,1785,FL,2008-08-18T13:00:00.000Z,99039,Gadsden (County),Severe Storm(s)
DR,54f4fbbadf7009de48212a1d,1785,FL,2008-08-18T13:00:00.000Z,99125,Union (County),Severe Storm(s)
DR,54f4fbbadf7009de48212a16,1785,FL,2008-08-18T13:00:00.000Z,99019,Clay (County),Severe Storm(s)
DR,54f4fbbadf7009de48212a1b,1785,FL,2008-08-18T13:00:00.000Z,99097,Osceola (County),Severe Storm(s)
DR,54f4fbbadf7009de48212a1c,1785,FL,2008-08-18T13:00:00.000Z,99117,Seminole (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212e0a,1785,FL,2008-08-18T13:00:00.000Z,99087,Monroe (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212e0d,1785,FL,2008-08-18T13:00:00.000Z,99127,Volusia (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212e09,1785,FL,2008-08-18T13:00:00.000Z,99077,Liberty (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212e07,1785,FL,2008-08-18T13:00:00.000Z,99043,Glades (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212e05,1785,FL,2008-08-18T13:00:00.000Z,99007,Bradford (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212e0c,1785,FL,2008-08-18T13:00:00.000Z,99109,St. Johns (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212e08,1785,FL,2008-08-18T13:00:00.000Z,99055,Highlands (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212e06,1785,FL,2008-08-18T13:00:00.000Z,99021,Collier (County),Severe Storm(s)
DR,54f4fbbbdf7009de48212e0b,1785,FL,2008-08-18T13:00:00.000Z,99099,Palm Beach (County),Severe Storm(s)
DR,54f4fbbcdf7009de482131f4,1785,FL,2008-08-18T13:00:00.000Z,99079,Madison (County),Severe Storm(s)
DR,54f4fbbcdf7009de482131f2,1785,FL,2008-08-18T13:00:00.000Z,99045,Gulf (County),Severe Storm(s)
DR,54f4fbbcdf7009de482131f0,1785,FL,2008-08-18T13:00:00.000Z,99009,Brevard (County),Severe Storm(s)
DR,54f4fbbcdf7009de482131f3,1785,FL,2008-08-18T13:00:00.000Z,99065,Jefferson (County),Severe Storm(s)
DR,54f4fbbcdf7009de482131f7,1785,FL,2008-08-18T13:00:00.000Z,99111,St. Lucie (County),Severe Storm(s)
DR,54f4fbbcdf7009de482131f1,1785,FL,2008-08-18T13:00:00.000Z,99029,Dixie (County),Severe Storm(s)
DR,54f4fbbcdf7009de482131f6,1785,FL,2008-08-18T13:00:00.000Z,99105,Polk (County),Severe Storm(s)
DR,54f4fbbcdf7009de482131f5,1785,FL,2008-08-18T13:00:00.000Z,99089,Nassau (County),Severe Storm(s)
DR,54f4fbbcdf7009de482131f8,1785,FL,2008-08-18T13:00:00.000Z,99129,Wakulla (County),Severe Storm(s)
EM,54f4fbc4df7009de48213af3,3288,FL,2008-08-18T13:00:00.000Z,99009,Brevard (County),Severe Storm(s)
EM,54f4fbc4df7009de48213af4,3288,FL,2008-08-18T13:00:00.000Z,99019,Clay (County),Severe Storm(s)
EM,54f4fbc4df7009de48213af6,3288,FL,2008-08-18T13:00:00.000Z,99041,Gilchrist (County),Severe Storm(s)
EM,54f4fbc4df7009de48213af5,3288,FL,2008-08-18T13:00:00.000Z,99031,Duval (County),Severe Storm(s)
EM,54f4fbc4df7009de48213af7,3288,FL,2008-08-18T13:00:00.000Z,99051,Hendry (County),Severe Storm(s)
EM,54f4fbc4df7009de48213af8,3288,FL,2008-08-18T13:00:00.000Z,99061,Indian River (County),Severe Storm(s)
EM,54f4fbc4df7009de48213af9,3288,FL,2008-08-18T13:00:00.000Z,99071,Lee (County),Severe Storm(s)
EM,54f4fbc4df7009de48213afb,3288,FL,2008-08-18T13:00:00.000Z,99089,Nassau (County),Severe Storm(s)
EM,54f4fbc4df7009de48213afa,3288,FL,2008-08-18T13:00:00.000Z,99081,Manatee (County),Severe Storm(s)
EM,54f4fbc4df7009de48213afc,3288,FL,2008-08-18T13:00:00.000Z,99099,Palm Beach (County),Severe Storm(s)
EM,54f4fbc4df7009de48213afd,3288,FL,2008-08-18T13:00:00.000Z,99113,Santa Rosa (County),Severe Storm(s)
EM,54f4fbc4df7009de48213aff,3288,FL,2008-08-18T13:00:00.000Z,99129,Wakulla (County),Severe Storm(s)
EM,54f4fbc4df7009de48213afe,3288,FL,2008-08-18T13:00:00.000Z,99119,Sumter (County),Severe Storm(s)
EM,54f4fbc5df7009de48213cc9,3288,FL,2008-08-18T13:00:00.000Z,99037,Franklin (County),Severe Storm(s)
EM,54f4fbc5df7009de48213cc6,3288,FL,2008-08-18T13:00:00.000Z,99005,Bay (County),Severe Storm(s)
EM,54f4fbc5df7009de48213cc7,3288,FL,2008-08-18T13:00:00.000Z,99015,Charlotte (County),Severe Storm(s)
EM,54f4fbc5df7009de48213cca,3288,FL,2008-08-18T13:00:00.000Z,99047,Hamilton (County),Severe Storm(s)
EM,54f4fbc5df7009de48213cc8,3288,FL,2008-08-18T13:00:00.000Z,99027,DeSoto (County),Severe Storm(s)
EM,54f4fbc5df7009de48213ccb,3288,FL,2008-08-18T13:00:00.000Z,99057,Hillsborough (County),Severe Storm(s)
EM,54f4fbc5df7009de48213ccc,3288,FL,2008-08-18T13:00:00.000Z,99067,Lafayette (County),Severe Storm(s)
EM,54f4fbc5df7009de48213cd0,3288,FL,2008-08-18T13:00:00.000Z,99105,Polk (County),Severe Storm(s)
EM,54f4fbc5df7009de48213ccd,3288,FL,2008-08-18T13:00:00.000Z,99077,Liberty (County),Severe Storm(s)
EM,54f4fbc5df7009de48213cce,3288,FL,2008-08-18T13:00:00.000Z,99086,Miami-Dade (County),Severe Storm(s)
EM,54f4fbc5df7009de48213ccf,3288,FL,2008-08-18T13:00:00.000Z,99095,Orange (County),Severe Storm(s)
EM,54f4fbc5df7009de48213cd1,3288,FL,2008-08-18T13:00:00.000Z,99109,St. Johns (County),Severe Storm(s)
EM,54f4fbc5df7009de48213cd2,3288,FL,2008-08-18T13:00:00.000Z,99125,Union (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b8e,3288,FL,2008-08-18T13:00:00.000Z,99001,Alachua (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b8f,3288,FL,2008-08-18T13:00:00.000Z,99011,Broward (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b90,3288,FL,2008-08-18T13:00:00.000Z,99021,Collier (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b91,3288,FL,2008-08-18T13:00:00.000Z,99033,Escambia (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b92,3288,FL,2008-08-18T13:00:00.000Z,99043,Glades (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b93,3288,FL,2008-08-18T13:00:00.000Z,99053,Hernando (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b94,3288,FL,2008-08-18T13:00:00.000Z,99063,Jackson (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b95,3288,FL,2008-08-18T13:00:00.000Z,99073,Leon (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b96,3288,FL,2008-08-18T13:00:00.000Z,99083,Marion (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b97,3288,FL,2008-08-18T13:00:00.000Z,99091,Okaloosa (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b9a,3288,FL,2008-08-18T13:00:00.000Z,99121,Suwannee (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b9b,3288,FL,2008-08-18T13:00:00.000Z,99131,Walton (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b98,3288,FL,2008-08-18T13:00:00.000Z,99101,Pasco (County),Severe Storm(s)
EM,54f4fbc4df7009de48213b99,3288,FL,2008-08-18T13:00:00.000Z,99115,Sarasota (County),Severe Storm(s)
DR,54f4fbbcdf7009de482135e1,1785,FL,2008-08-18T13:00:00.000Z,99013,Calhoun (County),Severe Storm(s)
DR,54f4fbbcdf7009de482135e2,1785,FL,2008-08-18T13:00:00.000Z,99031,Duval (County),Severe Storm(s)
DR,54f4fbbcdf7009de482135e3,1785,FL,2008-08-18T13:00:00.000Z,99047,Hamilton (County),Severe Storm(s)
DR,54f4fbbcdf7009de482135e4,1785,FL,2008-08-18T13:00:00.000Z,99069,Lake (County),Severe Storm(s)
DR,54f4fbbcdf7009de482135e5,1785,FL,2008-08-18T13:00:00.000Z,99081,Manatee (County),Severe Storm(s)
DR,54f4fbbcdf7009de482135e6,1785,FL,2008-08-18T13:00:00.000Z,99093,Okeechobee (County),Severe Storm(s)
DR,54f4fbbcdf7009de482135e7,1785,FL,2008-08-18T13:00:00.000Z,99107,Putnam (County),Severe Storm(s)
DR,54f4fbbcdf7009de482135e8,1785,FL,2008-08-18T13:00:00.000Z,99121,Suwannee (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a55,3288,FL,2008-08-18T13:00:00.000Z,99007,Bradford (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a57,3288,FL,2008-08-18T13:00:00.000Z,99029,Dixie (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a56,3288,FL,2008-08-18T13:00:00.000Z,99017,Citrus (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a58,3288,FL,2008-08-18T13:00:00.000Z,99039,Gadsden (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a5e,3288,FL,2008-08-18T13:00:00.000Z,99097,Osceola (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a5b,3288,FL,2008-08-18T13:00:00.000Z,99069,Lake (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a59,3288,FL,2008-08-18T13:00:00.000Z,99049,Hardee (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a5a,3288,FL,2008-08-18T13:00:00.000Z,99059,Holmes (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a5f,3288,FL,2008-08-18T13:00:00.000Z,99107,Putnam (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a5c,3288,FL,2008-08-18T13:00:00.000Z,99079,Madison (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a60,3288,FL,2008-08-18T13:00:00.000Z,99111,St. Lucie (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a5d,3288,FL,2008-08-18T13:00:00.000Z,99087,Monroe (County),Severe Storm(s)
EM,54f4fbc4df7009de48213a61,3288,FL,2008-08-18T13:00:00.000Z,99127,Volusia (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c2a,3288,FL,2008-08-18T13:00:00.000Z,99013,Calhoun (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c29,3288,FL,2008-08-18T13:00:00.000Z,99003,Baker (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c2b,3288,FL,2008-08-18T13:00:00.000Z,99023,Columbia (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c2c,3288,FL,2008-08-18T13:00:00.000Z,99035,Flagler (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c2d,3288,FL,2008-08-18T13:00:00.000Z,99045,Gulf (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c2e,3288,FL,2008-08-18T13:00:00.000Z,99055,Highlands (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c2f,3288,FL,2008-08-18T13:00:00.000Z,99065,Jefferson (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c30,3288,FL,2008-08-18T13:00:00.000Z,99075,Levy (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c31,3288,FL,2008-08-18T13:00:00.000Z,99085,Martin (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c32,3288,FL,2008-08-18T13:00:00.000Z,99093,Okeechobee (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c33,3288,FL,2008-08-18T13:00:00.000Z,99103,Pinellas (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c34,3288,FL,2008-08-18T13:00:00.000Z,99117,Seminole (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c36,3288,FL,2008-08-18T13:00:00.000Z,99133,Washington (County),Severe Storm(s)
EM,54f4fbc5df7009de48213c35,3288,FL,2008-08-18T13:00:00.000Z,99123,Taylor (County),Severe Storm(s)
DR,54f4fbb9df7009de48212625,1785,FL,2008-08-18T13:00:00.000Z,99049,Hardee (County),Severe Storm(s)
DR,54f4fbb9df7009de48212626,1785,FL,2008-08-18T13:00:00.000Z,99071,Lee (County),Severe Storm(s)
DR,54f4fbb9df7009de48212628,1785,FL,2008-08-18T13:00:00.000Z,99095,Orange (County),Severe Storm(s)
DR,54f4fbb9df7009de48212627,1785,FL,2008-08-18T13:00:00.000Z,99083,Marion (County),Severe Storm(s)
DR,54f4fbb9df7009de48212629,1785,FL,2008-08-18T13:00:00.000Z,99115,Sarasota (County),Severe Storm(s)
DR,54f4fbb9df7009de4821262a,1785,FL,2008-08-18T13:00:00.000Z,99123,Taylor (County),Severe Storm(s)
DR,54f4fbb9df7009de48212622,1785,FL,2008-08-18T13:00:00.000Z,99001,Alachua (County),Severe Storm(s)
DR,54f4fbb9df7009de48212623,1785,FL,2008-08-18T13:00:00.000Z,99015,Charlotte (County),Severe Storm(s)
DR,54f4fbb9df7009de48212624,1785,FL,2008-08-18T13:00:00.000Z,99035,Flagler (County),Severe Storm(s)
FM,5465a03449d3d6a93c73a112,2765,FL,2008-05-11T04:00:00.000Z,99009,Brevard (County),Fire
FM,5465a03449d3d6a93c73a10a,2696,FL,2007-05-29T04:00:00.000Z,99043,Glades (County),Fire
FM,5465a03449d3d6a93c73a0e4,2696,FL,2007-05-29T04:00:00.000Z,99055,Highlands (County),Fire
FM,5465a03449d3d6a93c73a023,2696,FL,2007-05-29T04:00:00.000Z,99093,Okeechobee (County),Fire
FM,5465a03449d3d6a93c739ffc,2696,FL,2007-05-29T04:00:00.000Z,99111,St. Lucie (County),Fire
FM,5465a03449d3d6a93c739fd5,2696,FL,2007-05-29T04:00:00.000Z,99061,Indian River (County),Fire
FM,5465a03449d3d6a93c739fae,2696,FL,2007-05-29T04:00:00.000Z,99085,Martin (County),Fire
FM,5465a03449d3d6a93c73a109,2689,FL,2007-05-07T04:00:00.000Z,99125,Union (County),Fire
FM,5465a03449d3d6a93c73a0e3,2690,FL,2007-05-07T04:00:00.000Z,99131,Walton (County),Fire
FM,5465a03449d3d6a93c73a0bc,2689,FL,2007-05-07T04:00:00.000Z,99047,Hamilton (County),Fire
FM,5465a03449d3d6a93c73a096,2689,FL,2007-05-07T04:00:00.000Z,99121,Suwannee (County),Fire
FM,5465a03449d3d6a93c73a06f,2689,FL,2007-05-07T04:00:00.000Z,99019,Clay (County),Fire
FM,5465a03449d3d6a93c73a048,2689,FL,2007-05-07T04:00:00.000Z,99023,Columbia (County),Fire
FM,5465a03449d3d6a93c73a022,2692,FL,2007-05-07T04:00:00.000Z,99051,Hendry (County),Fire
FM,5465a03449d3d6a93c73a021,2689,FL,2007-05-07T04:00:00.000Z,99003,Baker (County),Fire
FM,5465a03449d3d6a93c739ffb,2692,FL,2007-05-07T04:00:00.000Z,99071,Lee (County),Fire
FM,5465a03449d3d6a93c739ffa,2689,FL,2007-05-07T04:00:00.000Z,99007,Bradford (County),Fire
FM,5465a03449d3d6a93c739fad,2692,FL,2007-05-07T04:00:00.000Z,99021,Collier (County),Fire
FM,5465a03449d3d6a93c739fac,2689,FL,2007-05-07T04:00:00.000Z,99001,Alachua (County),Fire
FM,5465a03449d3d6a93c73a108,2687,FL,2007-05-01T04:02:00.000Z,99117,Seminole (County),Fire
FM,5465a03449d3d6a93c73a0e2,2687,FL,2007-05-01T04:02:00.000Z,99127,Volusia (County),Fire
FM,5465a03449d3d6a93c73a0bb,2687,FL,2007-05-01T04:02:00.000Z,99035,Flagler (County),Fire
FM,5465a03449d3d6a93c73a095,2687,FL,2007-05-01T04:02:00.000Z,99069,Lake (County),Fire
FM,5465a03449d3d6a93c73a020,2684,FL,2007-03-25T22:30:00.000Z,99105,Polk (County),Fire
DR,54f4fbbadf7009de48212928,1679,FL,2007-02-01T05:00:00.000Z,99127,Volusia (County),Severe Storm(s)
DR,54f4fbbbdf7009de48213107,1679,FL,2007-02-01T05:00:00.000Z,99069,Lake (County),Severe Storm(s)
DR,54f4fbbcdf7009de482134f4,1679,FL,2007-02-01T05:00:00.000Z,99117,Seminole (County),Severe Storm(s)
DR,54f4fbb9df7009de4821252f,1679,FL,2007-02-01T05:00:00.000Z,99119,Sumter (County),Severe Storm(s)
DR,5465a02c49d3d6a93c738693,1680,FL,2006-12-25T13:00:00.000Z,99127,Volusia (County),Severe Storm(s)
FM,5465a03449d3d6a93c739fcd,2638,FL,2006-05-15T20:50:00.000Z,99127,Volusia (County),Fire
DR,54f4fbb5df7009de48211ecc,1609,FL,2005-10-23T15:00:00.000Z,99043,Glades (County),Hurricane
DR,54f4fbb5df7009de48211ecd,1609,FL,2005-10-23T15:00:00.000Z,99071,Lee (County),Hurricane
DR,54f4fbb5df7009de48211ece,1609,FL,2005-10-23T15:00:00.000Z,99097,Osceola (County),Hurricane
DR,54f4fbb5df7009de48211ecb,1609,FL,2005-10-23T15:00:00.000Z,99009,Brevard (County),Hurricane
