disasterType,id,disasterNumber,state,incidentBeginDate,placeCode,declaredCountyArea,incidentType
DR,54f4fbb5df7009de482120c0,1609,FL,2005-10-23T15:00:00.000Z,99011,Broward (County),Hurricane
DR,54f4fbb5df7009de482120c1,1609,FL,2005-10-23T15:00:00.000Z,99049,Hardee (County),Hurricane
DR,54f4fbb5df7009de482120c2,1609,FL,2005-10-23T15:00:00.000Z,99085,Martin (County),Hurricane
DR,54f4fbb5df7009de482120c3,1609,FL,2005-10-23T15:00:00.000Z,99099,Palm Beach (County),Hurricane
DR,54f4fbb6df7009de482122b3,1609,FL,2005-10-23T15:00:00.000Z,99051,Hendry (County),Hurricane
DR,54f4fbb6df7009de482122b2,1609,FL,2005-10-23T15:00:00.000Z,99015,Charlotte (County),Hurricane
DR,54f4fbb6df7009de482122b5,1609,FL,2005-10-23T15:00:00.000Z,99105,Polk (County),Hurricane
DR,54f4fbb6df7009de482122b4,1609,FL,2005-10-23T15:00:00.000Z,99086,Miami-Dade (County),Hurricane
DR,54f4fbb6df7009de482124a9,1609,FL,2005-10-23T15:00:00.000Z,99021,Collier (County),Hurricane
DR,54f4fbb6df7009de482124aa,1609,FL,2005-10-23T15:00:00.000Z,99055,Highlands (County),Hurricane
DR,54f4fbb6df7009de482124ab,1609,FL,2005-10-23T15:00:00.000Z,99087,Monroe (County),Hurricane
DR,54f4fbb6df7009de482124ac,1609,FL,2005-10-23T15:00:00.000Z,99115,Sarasota (County),Hurricane
DR,54f4fbb4df7009de48211cd9,1609,FL,2005-10-23T15:00:00.000Z,99027,DeSoto (County),Hurricane
DR,54f4fbb4df7009de48211cdb,1609,FL,2005-10-23T15:00:00.000Z,99093,Okeechobee (County),Hurricane
DR,54f4fbb4df7009de48211cda,1609,FL,2005-10-23T15:00:00.000Z,99061,Indian River (County),Hurricane
DR,54f4fbb4df7009de48211cdc,1609,FL,2005-10-23T15:00:00.000Z,99111,St. Lucie (County),Hurricane
EM,54f4fbc4df7009de48213aef,3259,FL,2005-09-18T12:00:00.000Z,99086,Miami-Dade (County),Hurricane
EM,54f4fbc5df7009de48213cc2,3259,FL,2005-09-18T12:00:00.000Z,99011,Broward (County),Hurricane
EM,54f4fbc4df7009de48213b8b,3259,FL,2005-09-18T12:00:00.000Z,99087,Monroe (County),Hurricane
EM,54f4fbc4df7009de48213a51,3259,FL,2005-09-18T12:00:00.000Z,99021,Collier (County),Hurricane
EM,5465a03b49d3d6a93c73b6d6,3220,FL,2005-08-29T04:00:00.000Z,99131,Walton (County),Hurricane
EM,5465a03b49d3d6a93c73b6d5,3220,FL,2005-08-29T04:00:00.000Z,99115,Sarasota (County),Hurricane
EM,5465a03b49d3d6a93c73b6d4,3220,FL,2005-08-29T04:00:00.000Z,99091,Okaloosa (County),Hurricane
EM,5465a03b49d3d6a93c73b6d2,3220,FL,2005-08-29T04:00:00.000Z,99053,Hernando (County),Hurricane
EM,5465a03b49d3d6a93c73b6d1,3220,FL,2005-08-29T04:00:00.000Z,99033,Escambia (County),Hurricane
EM,5465a03b49d3d6a93c73b6d3,3220,FL,2005-08-29T04:00:00.000Z,99073,Leon (County),Hurricane
EM,5465a03b49d3d6a93c73b6d0,3220,FL,2005-08-29T04:00:00.000Z,99011,Broward (County),Hurricane
EM,5465a03b49d3d6a93c73b6b1,3220,FL,2005-08-29T04:00:00.000Z,99127,Volusia (County),Hurricane
EM,5465a03b49d3d6a93c73b6b0,3220,FL,2005-08-29T04:00:00.000Z,99107,Putnam (County),Hurricane
EM,5465a03b49d3d6a93c73b6af,3220,FL,2005-08-29T04:00:00.000Z,99087,Monroe (County),Hurricane
EM,5465a03b49d3d6a93c73b6ae,3220,FL,2005-08-29T04:00:00.000Z,99069,Lake (County),Hurricane
EM,5465a03b49d3d6a93c73b6ad,3220,FL,2005-08-29T04:00:00.000Z,99049,Hardee (County),Hurricane
EM,5465a03b49d3d6a93c73b6ac,3220,FL,2005-08-29T04:00:00.000Z,99029,Dixie (County),Hurricane
EM,5465a03b49d3d6a93c73b6ab,3220,FL,2005-08-29T04:00:00.000Z,99007,Bradford (County),Hurricane
EM,5465a03b49d3d6a93c73b68c,3220,FL,2005-08-29T04:00:00.000Z,99103,Pinellas (County),Hurricane
EM,5465a03b49d3d6a93c73b687,3220,FL,2005-08-29T04:00:00.000Z,99003,Baker (County),Hurricane
EM,5465a03b49d3d6a93c73b68d,3220,FL,2005-08-29T04:00:00.000Z,99123,Taylor (County),Hurricane
EM,5465a03b49d3d6a93c73b688,3220,FL,2005-08-29T04:00:00.000Z,99023,Columbia (County),Hurricane
EM,5465a03b49d3d6a93c73b689,3220,FL,2005-08-29T04:00:00.000Z,99045,Gulf (County),Hurricane
EM,5465a03b49d3d6a93c73b68a,3220,FL,2005-08-29T04:00:00.000Z,99065,Jefferson (County),Hurricane
EM,5465a03b49d3d6a93c73b68b,3220,FL,2005-08-29T04:00:00.000Z,99085,Martin (County),Hurricane
EM,5465a03b49d3d6a93c73b669,3220,FL,2005-08-29T04:00:00.000Z,99119,Sumter (County),Hurricane
EM,5465a03b49d3d6a93c73b668,3220,FL,2005-08-29T04:00:00.000Z,99099,Palm Beach (County),Hurricane
EM,5465a03b49d3d6a93c73b667,3220,FL,2005-08-29T04:00:00.000Z,99081,Manatee (County),Hurricane
EM,5465a03b49d3d6a93c73b665,3220,FL,2005-08-29T04:00:00.000Z,99041,Gilchrist (County),Hurricane
EM,5465a03b49d3d6a93c73b666,3220,FL,2005-08-29T04:00:00.000Z,99061,Indian River (County),Hurricane
EM,5465a03b49d3d6a93c73b664,3220,FL,2005-08-29T04:00:00.000Z,99019,Clay (County),Hurricane
EM,5465a03b49d3d6a93c73b641,3220,FL,2005-08-29T04:00:00.000Z,99057,Hillsborough (County),Hurricane
EM,5465a03b49d3d6a93c73b642,3220,FL,2005-08-29T04:00:00.000Z,99077,Liberty (County),Hurricane
EM,5465a03b49d3d6a93c73b643,3220,FL,2005-08-29T04:00:00.000Z,99095,Orange (County),Hurricane
EM,5465a03b49d3d6a93c73b640,3220,FL,2005-08-29T04:00:00.000Z,99037,Franklin (County),Hurricane
EM,5465a03b49d3d6a93c73b644,3220,FL,2005-08-29T04:00:00.000Z,99109,St. Johns (County),Hurricane
EM,5465a03b49d3d6a93c73b63f,3220,FL,2005-08-29T04:00:00.000Z,99015,Charlotte (County),Hurricane
EM,5465a03b49d3d6a93c73b620,3220,FL,2005-08-29T04:00:00.000Z,99129,Wakulla (County),Hurricane
EM,5465a03b49d3d6a93c73b61f,3220,FL,2005-08-29T04:00:00.000Z,99113,Santa Rosa (County),Hurricane
EM,5465a03b49d3d6a93c73b61d,3220,FL,2005-08-29T04:00:00.000Z,99071,Lee (County),Hurricane
EM,5465a03b49d3d6a93c73b61b,3220,FL,2005-08-29T04:00:00.000Z,99031,Duval (County),Hurricane
EM,5465a03b49d3d6a93c73b61c,3220,FL,2005-08-29T04:00:00.000Z,99051,Hendry (County),Hurricane
EM,5465a03b49d3d6a93c73b61e,3220,FL,2005-08-29T04:00:00.000Z,99089,Nassau (County),Hurricane
EM,5465a03b49d3d6a93c73b61a,3220,FL,2005-08-29T04:00:00.000Z,99009,Brevard (County),Hurricane
EM,5465a03b49d3d6a93c73b5fb,3220,FL,2005-08-29T04:00:00.000Z,99101,Pasco (County),Hurricane
EM,5465a03b49d3d6a93c73b5fc,3220,FL,2005-08-29T04:00:00.000Z,99121,Suwannee (County),Hurricane
EM,5465a03b49d3d6a93c73b5fa,3220,FL,2005-08-29T04:00:00.000Z,99083,Marion (County),Hurricane
EM,5465a03b49d3d6a93c73b5f8,3220,FL,2005-08-29T04:00:00.000Z,99043,Glades (County),Hurricane
EM,5465a03b49d3d6a93c73b5f9,3220,FL,2005-08-29T04:00:00.000Z,99063,Jackson (County),Hurricane
EM,5465a03b49d3d6a93c73b5f7,3220,FL,2005-08-29T04:00:00.000Z,99021,Collier (County),Hurricane
EM,5465a03b49d3d6a93c73b5f6,3220,FL,2005-08-29T04:00:00.000Z,99001,Alachua (County),Hurricane
EM,5465a03b49d3d6a93c73b5d8,3220,FL,2005-08-29T04:00:00.000Z,99125,Union (County),Hurricane
EM,5465a03b49d3d6a93c73b5d7,3220,FL,2005-08-29T04:00:00.000Z,99105,Polk (County),Hurricane
EM,5465a03b49d3d6a93c73b5d6,3220,FL,2005-08-29T04:00:00.000Z,99086,Miami-Dade (County),Hurricane
EM,5465a03b49d3d6a93c73b5d5,3220,FL,2005-08-29T04:00:00.000Z,99067,Lafayette (County),Hurricane
EM,5465a03b49d3d6a93c73b5d4,3220,FL,2005-08-29T04:00:00.000Z,99047,Hamilton (County),Hurricane
EM,5465a03b49d3d6a93c73b5d3,3220,FL,2005-08-29T04:00:00.000Z,99027,DeSoto (County),Hurricane
EM,5465a03b49d3d6a93c73b5d2,3220,FL,2005-08-29T04:00:00.000Z,99005,Bay (County),Hurricane
EM,5465a03b49d3d6a93c73b5b0,3220,FL,2005-08-29T04:00:00.000Z,99039,Gadsden (County),Hurricane
EM,5465a03b49d3d6a93c73b5b1,3220,FL,2005-08-29T04:00:00.000Z,99059,Holmes (County),Hurricane
EM,5465a03b49d3d6a93c73b5b4,3220,FL,2005-08-29T04:00:00.000Z,99111,St. Lucie (County),Hurricane
EM,5465a03b49d3d6a93c73b5b2,3220,FL,2005-08-29T04:00:00.000Z,99079,Madison (County),Hurricane
EM,5465a03b49d3d6a93c73b5b3,3220,FL,2005-08-29T04:00:00.000Z,99097,Osceola (County),Hurricane
EM,5465a03b49d3d6a93c73b5af,3220,FL,2005-08-29T04:00:00.000Z,99017,Citrus (County),Hurricane
EM,5465a03b49d3d6a93c73b590,3220,FL,2005-08-29T04:00:00.000Z,99133,Washington (County),Hurricane
EM,5465a03b49d3d6a93c73b58e,3220,FL,2005-08-29T04:00:00.000Z,99093,Okeechobee (County),Hurricane
EM,5465a03b49d3d6a93c73b58f,3220,FL,2005-08-29T04:00:00.000Z,99117,Seminole (County),Hurricane
EM,5465a03b49d3d6a93c73b58d,3220,FL,2005-08-29T04:00:00.000Z,99075,Levy (County),Hurricane
EM,5465a03b49d3d6a93c73b58b,3220,FL,2005-08-29T04:00:00.000Z,99035,Flagler (County),Hurricane
EM,5465a03b49d3d6a93c73b58c,3220,FL,2005-08-29T04:00:00.000Z,99055,Highlands (County),Hurricane
EM,5465a03b49d3d6a93c73b58a,3220,FL,2005-08-29T04:00:00.000Z,99013,Calhoun (County),Hurricane
DR,54f4fbb5df7009de48211e68,1602,FL,2005-08-24T04:00:00.000Z,99021,Collier (County),Hurricane
DR,54f4fbb5df7009de48211e69,1602,FL,2005-08-24T04:00:00.000Z,99087,Monroe (County),Hurricane
DR,54f4fbb5df7009de4821205d,1602,FL,2005-08-24T04:00:00.000Z,99033,Escambia (County),Hurricane
DR,54f4fbb5df7009de4821205e,1602,FL,2005-08-24T04:00:00.000Z,99091,Okaloosa (County),Hurricane
DR,54f4fbb5df7009de4821224f,1602,FL,2005-08-24T04:00:00.000Z,99037,Franklin (County),Hurricane
DR,54f4fbb5df7009de48212250,1602,FL,2005-08-24T04:00:00.000Z,99113,Santa Rosa (County),Hurricane
DR,54f4fbb6df7009de48212446,1602,FL,2005-08-24T04:00:00.000Z,99045,Gulf (County),Hurricane
DR,54f4fbb6df7009de48212447,1602,FL,2005-08-24T04:00:00.000Z,99131,Walton (County),Hurricane
DR,54f4fbb6df7009de48212445,1602,FL,2005-08-24T04:00:00.000Z,99005,Bay (County),Hurricane
DR,54f4fbb4df7009de48211c76,1602,FL,2005-08-24T04:00:00.000Z,99086,Miami-Dade (County),Hurricane
DR,54f4fbb4df7009de48211c75,1602,FL,2005-08-24T04:00:00.000Z,99011,Broward (County),Hurricane
DR,54f4fbb5df7009de48211e64,1595,FL,2005-07-07T15:33:00.000Z,99013,Calhoun (County),Hurricane
DR,54f4fbb5df7009de48211e66,1595,FL,2005-07-07T15:33:00.000Z,99075,Levy (County),Hurricane
DR,54f4fbb5df7009de48211e65,1595,FL,2005-07-07T15:33:00.000Z,99045,Gulf (County),Hurricane
DR,54f4fbb5df7009de48211e67,1595,FL,2005-07-07T15:33:00.000Z,99123,Taylor (County),Hurricane
DR,54f4fbb5df7009de48212059,1595,FL,2005-07-07T15:33:00.000Z,99029,Dixie (County),Hurricane
DR,54f4fbb5df7009de4821205c,1595,FL,2005-07-07T15:33:00.000Z,99129,Wakulla (County),Hurricane
DR,54f4fbb5df7009de4821205b,1595,FL,2005-07-07T15:33:00.000Z,99077,Liberty (County),Hurricane
DR,54f4fbb5df7009de4821205a,1595,FL,2005-07-07T15:33:00.000Z,99059,Holmes (County),Hurricane
DR,54f4fbb5df7009de4821224e,1595,FL,2005-07-07T15:33:00.000Z,99131,Walton (County),Hurricane
DR,54f4fbb5df7009de4821224b,1595,FL,2005-07-07T15:33:00.000Z,99033,Escambia (County),Hurricane
DR,54f4fbb5df7009de4821224c,1595,FL,2005-07-07T15:33:00.000Z,99063,Jackson (County),Hurricane
DR,54f4fbb5df7009de4821224d,1595,FL,2005-07-07T15:33:00.000Z,99087,Monroe (County),Hurricane
DR,54f4fbb6df7009de48212441,1595,FL,2005-07-07T15:33:00.000Z,99037,Franklin (County),Hurricane
DR,54f4fbb6df7009de48212442,1595,FL,2005-07-07T15:33:00.000Z,99065,Jefferson (County),Hurricane
DR,54f4fbb6df7009de48212443,1595,FL,2005-07-07T15:33:00.000Z,99091,Okaloosa (County),Hurricane
DR,54f4fbb6df7009de48212444,1595,FL,2005-07-07T15:33:00.000Z,99133,Washington (County),Hurricane
DR,54f4fbb4df7009de48211c71,1595,FL,2005-07-07T15:33:00.000Z,99005,Bay (County),Hurricane
DR,54f4fbb4df7009de48211c72,1595,FL,2005-07-07T15:33:00.000Z,99039,Gadsden (County),Hurricane
DR,54f4fbb4df7009de48211c73,1595,FL,2005-07-07T15:33:00.000Z,99073,Leon (County),Hurricane
DR,54f4fbb4df7009de48211c74,1595,FL,2005-07-07T15:33:00.000Z,99113,Santa Rosa (County),Hurricane
DR,54f4fbb4df7009de48211e39,1561,FL,2004-09-24T12:00:00.000Z,99057,Hillsborough (County),Hurricane
DR,54f4fbb4df7009de48211e3a,1561,FL,2004-09-24T12:00:00.000Z,99071,Lee (County),Hurricane
DR,54f4fbb4df7009de48211e3b,1561,FL,2004-09-24T12:00:00.000Z,99083,Marion (County),Hurricane
DR,54f4fbb4df7009de48211e3c,1561,FL,2004-09-24T12:00:00.000Z,99095,Orange (County),Hurricane
DR,54f4fbb4df7009de48211e3d,1561,FL,2004-09-24T12:00:00.000Z,99105,Polk (County),Hurricane
DR,54f4fbb4df7009de48211e35,1561,FL,2004-09-24T12:00:00.000Z,99003,Baker (County),Hurricane
DR,54f4fbb4df7009de48211e36,1561,FL,2004-09-24T12:00:00.000Z,99017,Citrus (County),Hurricane
DR,54f4fbb4df7009de48211e37,1561,FL,2004-09-24T12:00:00.000Z,99029,Dixie (County),Hurricane
DR,54f4fbb4df7009de48211e38,1561,FL,2004-09-24T12:00:00.000Z,99047,Hamilton (County),Hurricane
DR,54f4fbb4df7009de48211e3e,1561,FL,2004-09-24T12:00:00.000Z,99111,St. Lucie (County),Hurricane
DR,54f4fbb4df7009de48211e3f,1561,FL,2004-09-24T12:00:00.000Z,99127,Volusia (County),Hurricane
DR,54f4fbb5df7009de48212030,1561,FL,2004-09-24T12:00:00.000Z,99085,Martin (County),Hurricane
DR,54f4fbb5df7009de48212032,1561,FL,2004-09-24T12:00:00.000Z,99107,Putnam (County),Hurricane
DR,54f4fbb5df7009de48212033,1561,FL,2004-09-24T12:00:00.000Z,99119,Sumter (County),Hurricane
DR,54f4fbb5df7009de48212031,1561,FL,2004-09-24T12:00:00.000Z,99097,Osceola (County),Hurricane
DR,54f4fbb5df7009de4821202a,1561,FL,2004-09-24T12:00:00.000Z,99007,Bradford (County),Hurricane
DR,54f4fbb5df7009de4821202b,1561,FL,2004-09-24T12:00:00.000Z,99019,Clay (County),Hurricane
DR,54f4fbb5df7009de48212034,1561,FL,2004-09-24T12:00:00.000Z,99129,Wakulla (County),Hurricane
DR,54f4fbb5df7009de4821202c,1561,FL,2004-09-24T12:00:00.000Z,99031,Duval (County),Hurricane
DR,54f4fbb5df7009de4821202d,1561,FL,2004-09-24T12:00:00.000Z,99049,Hardee (County),Hurricane
DR,54f4fbb5df7009de4821202e,1561,FL,2004-09-24T12:00:00.000Z,99061,Indian River (County),Hurricane
DR,54f4fbb5df7009de4821202f,1561,FL,2004-09-24T12:00:00.000Z,99073,Leon (County),Hurricane
DR,54f4fbb5df7009de4821221f,1561,FL,2004-09-24T12:00:00.000Z,99009,Brevard (County),Hurricane
DR,54f4fbb5df7009de48212220,1561,FL,2004-09-24T12:00:00.000Z,99021,Collier (County),Hurricane
DR,54f4fbb5df7009de48212221,1561,FL,2004-09-24T12:00:00.000Z,99035,Flagler (County),Hurricane
DR,54f4fbb5df7009de48212225,1561,FL,2004-09-24T12:00:00.000Z,99086,Miami-Dade (County),Hurricane
DR,54f4fbb5df7009de48212224,1561,FL,2004-09-24T12:00:00.000Z,99075,Levy (County),Hurricane
DR,54f4fbb5df7009de48212222,1561,FL,2004-09-24T12:00:00.000Z,99051,Hendry (County),Hurricane
DR,54f4fbb5df7009de48212223,1561,FL,2004-09-24T12:00:00.000Z,99065,Jefferson (County),Hurricane
DR,54f4fbb5df7009de48212226,1561,FL,2004-09-24T12:00:00.000Z,99099,Palm Beach (County),Hurricane
DR,54f4fbb5df7009de48212227,1561,FL,2004-09-24T12:00:00.000Z,99115,Sarasota (County),Hurricane
DR,54f4fbb5df7009de48212228,1561,FL,2004-09-24T12:00:00.000Z,99121,Suwannee (County),Hurricane
DR,54f4fbb6df7009de48212412,1561,FL,2004-09-24T12:00:00.000Z,99011,Broward (County),Hurricane
DR,54f4fbb6df7009de48212414,1561,FL,2004-09-24T12:00:00.000Z,99041,Gilchrist (County),Hurricane
DR,54f4fbb6df7009de48212413,1561,FL,2004-09-24T12:00:00.000Z,99023,Columbia (County),Hurricane
DR,54f4fbb6df7009de48212415,1561,FL,2004-09-24T12:00:00.000Z,99053,Hernando (County),Hurricane
DR,54f4fbb6df7009de48212416,1561,FL,2004-09-24T12:00:00.000Z,99067,Lafayette (County),Hurricane
DR,54f4fbb6df7009de48212417,1561,FL,2004-09-24T12:00:00.000Z,99079,Madison (County),Hurricane
DR,54f4fbb6df7009de48212419,1561,FL,2004-09-24T12:00:00.000Z,99101,Pasco (County),Hurricane
DR,54f4fbb6df7009de48212418,1561,FL,2004-09-24T12:00:00.000Z,99089,Nassau (County),Hurricane
DR,54f4fbb6df7009de4821241a,1561,FL,2004-09-24T12:00:00.000Z,99117,Seminole (County),Hurricane
DR,54f4fbb6df7009de4821241b,1561,FL,2004-09-24T12:00:00.000Z,99123,Taylor (County),Hurricane
DR,54f4fbb4df7009de48211c42,1561,FL,2004-09-24T12:00:00.000Z,99001,Alachua (County),Hurricane
DR,54f4fbb4df7009de48211c44,1561,FL,2004-09-24T12:00:00.000Z,99027,DeSoto (County),Hurricane
DR,54f4fbb4df7009de48211c43,1561,FL,2004-09-24T12:00:00.000Z,99015,Charlotte (County),Hurricane
DR,54f4fbb4df7009de48211c45,1561,FL,2004-09-24T12:00:00.000Z,99043,Glades (County),Hurricane
DR,54f4fbb4df7009de48211c46,1561,FL,2004-09-24T12:00:00.000Z,99055,Highlands (County),Hurricane
DR,54f4fbb4df7009de48211c47,1561,FL,2004-09-24T12:00:00.000Z,99069,Lake (County),Hurricane
DR,54f4fbb4df7009de48211c48,1561,FL,2004-09-24T12:00:00.000Z,99081,Manatee (County),Hurricane
DR,54f4fbb4df7009de48211c49,1561,FL,2004-09-24T12:00:00.000Z,99093,Okeechobee (County),Hurricane
DR,54f4fbb4df7009de48211c4a,1561,FL,2004-09-24T12:00:00.000Z,99103,Pinellas (County),Hurricane
DR,54f4fbb4df7009de48211c4b,1561,FL,2004-09-24T12:00:00.000Z,99109,St. Johns (County),Hurricane
DR,54f4fbb4df7009de48211c4c,1561,FL,2004-09-24T12:00:00.000Z,99125,Union (County),Hurricane
DR,54f4fbb4df7009de48211dee,1551,FL,2004-09-13T18:41:00.000Z,99005,Bay (County),Hurricane
DR,54f4fbb4df7009de48211def,1551,FL,2004-09-13T18:41:00.000Z,99019,Clay (County),Hurricane
DR,54f4fbb4df7009de48211df0,1551,FL,2004-09-13T18:41:00.000Z,99035,Flagler (County),Hurricane
DR,54f4fbb4df7009de48211df1,1551,FL,2004-09-13T18:41:00.000Z,99059,Holmes (County),Hurricane
DR,54f4fbb4df7009de48211df2,1551,FL,2004-09-13T18:41:00.000Z,99071,Lee (County),Hurricane
DR,54f4fbb4df7009de48211df3,1551,FL,2004-09-13T18:41:00.000Z,99083,Marion (County),Hurricane
DR,54f4fbb4df7009de48211df4,1551,FL,2004-09-13T18:41:00.000Z,99095,Orange (County),Hurricane
DR,54f4fbb4df7009de48211df5,1551,FL,2004-09-13T18:41:00.000Z,99113,Santa Rosa (County),Hurricane
DR,54f4fbb4df7009de48211df6,1551,FL,2004-09-13T18:41:00.000Z,99123,Taylor (County),Hurricane
DR,54f4fbb5df7009de48211fe3,1551,FL,2004-09-13T18:41:00.000Z,99009,Brevard (County),Hurricane
DR,54f4fbb5df7009de48211fe4,1551,FL,2004-09-13T18:41:00.000Z,99021,Collier (County),Hurricane
DR,54f4fbb5df7009de48211feb,1551,FL,2004-09-13T18:41:00.000Z,99127,Volusia (County),Hurricane
DR,54f4fbb5df7009de48211fea,1551,FL,2004-09-13T18:41:00.000Z,99115,Sarasota (County),Hurricane
DR,54f4fbb5df7009de48211fe5,1551,FL,2004-09-13T18:41:00.000Z,99037,Franklin (County),Hurricane
DR,54f4fbb5df7009de48211fe6,1551,FL,2004-09-13T18:41:00.000Z,99061,Indian River (County),Hurricane
DR,54f4fbb5df7009de48211fe7,1551,FL,2004-09-13T18:41:00.000Z,99073,Leon (County),Hurricane
DR,54f4fbb5df7009de48211fe8,1551,FL,2004-09-13T18:41:00.000Z,99085,Martin (County),Hurricane
DR,54f4fbb5df7009de48211fe9,1551,FL,2004-09-13T18:41:00.000Z,99097,Osceola (County),Hurricane
DR,54f4fbb5df7009de482121da,1551,FL,2004-09-13T18:41:00.000Z,99039,Gadsden (County),Hurricane
DR,54f4fbb5df7009de482121d8,1551,FL,2004-09-13T18:41:00.000Z,99013,Calhoun (County),Hurricane
DR,54f4fbb5df7009de482121de,1551,FL,2004-09-13T18:41:00.000Z,99099,Palm Beach (County),Hurricane
DR,54f4fbb5df7009de482121db,1551,FL,2004-09-13T18:41:00.000Z,99063,Jackson (County),Hurricane
DR,54f4fbb5df7009de482121dc,1551,FL,2004-09-13T18:41:00.000Z,99075,Levy (County),Hurricane
DR,54f4fbb5df7009de482121dd,1551,FL,2004-09-13T18:41:00.000Z,99087,Monroe (County),Hurricane
DR,54f4fbb5df7009de482121df,1551,FL,2004-09-13T18:41:00.000Z,99117,Seminole (County),Hurricane
DR,54f4fbb5df7009de482121e0,1551,FL,2004-09-13T18:41:00.000Z,99129,Wakulla (County),Hurricane
DR,54f4fbb5df7009de482121d9,1551,FL,2004-09-13T18:41:00.000Z,99029,Dixie (County),Hurricane
DR,54f4fbb6df7009de482123ce,1551,FL,2004-09-13T18:41:00.000Z,99031,Duval (County),Hurricane
DR,54f4fbb6df7009de482123cd,1551,FL,2004-09-13T18:41:00.000Z,99015,Charlotte (County),Hurricane
DR,54f4fbb6df7009de482123cf,1551,FL,2004-09-13T18:41:00.000Z,99045,Gulf (County),Hurricane
DR,54f4fbb6df7009de482123d0,1551,FL,2004-09-13T18:41:00.000Z,99065,Jefferson (County),Hurricane
DR,54f4fbb6df7009de482123d1,1551,FL,2004-09-13T18:41:00.000Z,99077,Liberty (County),Hurricane
DR,54f4fbb6df7009de482123d3,1551,FL,2004-09-13T18:41:00.000Z,99101,Pasco (County),Hurricane
DR,54f4fbb6df7009de482123d2,1551,FL,2004-09-13T18:41:00.000Z,99091,Okaloosa (County),Hurricane
DR,54f4fbb6df7009de482123d4,1551,FL,2004-09-13T18:41:00.000Z,99109,St. Johns (County),Hurricane
DR,54f4fbb6df7009de482123d5,1551,FL,2004-09-13T18:41:00.000Z,99131,Walton (County),Hurricane
DR,54f4fbb4df7009de48211bfd,1551,FL,2004-09-13T18:41:00.000Z,99017,Citrus (County),Hurricane
DR,54f4fbb4df7009de48211c03,1551,FL,2004-09-13T18:41:00.000Z,99105,Polk (County),Hurricane
DR,54f4fbb4df7009de48211bfe,1551,FL,2004-09-13T18:41:00.000Z,99033,Escambia (County),Hurricane
DR,54f4fbb4df7009de48211c00,1551,FL,2004-09-13T18:41:00.000Z,99069,Lake (County),Hurricane
DR,54f4fbb4df7009de48211c01,1551,FL,2004-09-13T18:41:00.000Z,99081,Manatee (County),Hurricane
DR,54f4fbb4df7009de48211c02,1551,FL,2004-09-13T18:41:00.000Z,99093,Okeechobee (County),Hurricane
DR,54f4fbb4df7009de48211bff,1551,FL,2004-09-13T18:41:00.000Z,99055,Highlands (County),Hurricane
DR,54f4fbb4df7009de48211c04,1551,FL,2004-09-13T18:41:00.000Z,99111,St. Lucie (County),Hurricane
DR,54f4fbb4df7009de48211c05,1551,FL,2004-09-13T18:41:00.000Z,99133,Washington (County),Hurricane
DR,54f4fbb4df7009de48211dc5,1545,FL,2004-09-03T16:26:00.000Z,99021,Collier (County),Hurricane
DR,54f4fbb4df7009de48211dc3,1545,FL,2004-09-03T16:26:00.000Z,99001,Alachua (County),Hurricane
DR,54f4fbb4df7009de48211dc4,1545,FL,2004-09-03T16:26:00.000Z,99011,Broward (County),Hurricane
DR,54f4fbb4df7009de48211dc6,1545,FL,2004-09-03T16:26:00.000Z,99033,Escambia (County),Hurricane
DR,54f4fbb4df7009de48211dc7,1545,FL,2004-09-03T16:26:00.000Z,99043,Glades (County),Hurricane
DR,54f4fbb4df7009de48211dc8,1545,FL,2004-09-03T16:26:00.000Z,99053,Hernando (County),Hurricane
DR,54f4fbb4df7009de48211dc9,1545,FL,2004-09-03T16:26:00.000Z,99063,Jackson (County),Hurricane
DR,54f4fbb4df7009de48211dca,1545,FL,2004-09-03T16:26:00.000Z,99073,Leon (County),Hurricane
DR,54f4fbb4df7009de48211dcf,1545,FL,2004-09-03T16:26:00.000Z,99121,Suwannee (County),Hurricane
DR,54f4fbb4df7009de48211dcc,1545,FL,2004-09-03T16:26:00.000Z,99091,Okaloosa (County),Hurricane
DR,54f4fbb4df7009de48211dcd,1545,FL,2004-09-03T16:26:00.000Z,99101,Pasco (County),Hurricane
DR,54f4fbb4df7009de48211dce,1545,FL,2004-09-03T16:26:00.000Z,99115,Sarasota (County),Hurricane
DR,54f4fbb4df7009de48211dcb,1545,FL,2004-09-03T16:26:00.000Z,99083,Marion (County),Hurricane
DR,54f4fbb4df7009de48211dd0,1545,FL,2004-09-03T16:26:00.000Z,99131,Walton (County),Hurricane
DR,54f4fbb4df7009de48211bd9,1545,FL,2004-09-03T16:26:00.000Z,99081,Manatee (County),Hurricane
DR,54f4fbb4df7009de48211bda,1545,FL,2004-09-03T16:26:00.000Z,99089,Nassau (County),Hurricane
DR,54f4fbb4df7009de48211bdd,1545,FL,2004-09-03T16:26:00.000Z,99119,Sumter (County),Hurricane
DR,54f4fbb4df7009de48211bdb,1545,FL,2004-09-03T16:26:00.000Z,99099,Palm Beach (County),Hurricane
DR,54f4fbb4df7009de48211bdc,1545,FL,2004-09-03T16:26:00.000Z,99113,Santa Rosa (County),Hurricane
DR,54f4fbb4df7009de48211bde,1545,FL,2004-09-03T16:26:00.000Z,99129,Wakulla (County),Hurricane
DR,54f4fbb5df7009de48211fb8,1545,FL,2004-09-03T16:26:00.000Z,99003,Baker (County),Hurricane
