"lon","lat","tmp_1"
-67.25,-48.75,16.2000007629395
-75.25,-48.25,10.5
-74.75,-48.25,10.8999996185303
-74.25,-48.25,11
-73.75,-48.25,9.89999961853027
-73.25,-48.25,11.1999998092651
-72.75,-48.25,10.1999998092651
-72.25,-48.25,12
-71.75,-48.25,11.3999996185303
-71.25,-48.25,12.3999996185303
-70.75,-48.25,13.1000003814697
-70.25,-48.25,12.6999998092651
-69.75,-48.25,12.1999998092651
-69.25,-48.25,12.8000001907349
-68.75,-48.25,14.6999998092651
-68.25,-48.25,15.6999998092651
-67.75,-48.25,16.2999992370605
-67.25,-48.25,16.5
-66.75,-48.25,16.2999992370605
-66.25,-48.25,16.2999992370605
-75.25,-47.75,11.1999998092651
-74.75,-47.75,11.1999998092651
-74.25,-47.75,11.3000001907349
-73.75,-47.75,10.6000003814697
-73.25,-47.75,11.1999998092651
-72.75,-47.75,9.5
-72.25,-47.75,9.30000019073486
-71.75,-47.75,8.5
-71.25,-47.75,11.8999996185303
-70.75,-47.75,12.8999996185303
-70.25,-47.75,12.8999996185303
-69.75,-47.75,13.1000003814697
-69.25,-47.75,13.8999996185303
-68.75,-47.75,14.8000001907349
-68.25,-47.75,16.3999996185303
-67.75,-47.75,16.8999996185303
-67.25,-47.75,16.6000003814697
-66.75,-47.75,16.6000003814697
-66.25,-47.75,16.6000003814697
-74.25,-47.25,11.1000003814697
-73.75,-47.25,6.59999990463257
-73.25,-47.25,9.5
-72.75,-47.25,12.5
-72.25,-47.25,12.3999996185303
-71.75,-47.25,13.3000001907349
-71.25,-47.25,12.6999998092651
-70.75,-47.25,13.5
-70.25,-47.25,12.6000003814697
-69.75,-47.25,14.1000003814697
-69.25,-47.25,14
-68.75,-47.25,15.6999998092651
-68.25,-47.25,16.5
-67.75,-47.25,16.7999992370605
-67.25,-47.25,17.2999992370605
-66.75,-47.25,17
-66.25,-47.25,16.8999996185303
-65.75,-47.25,17.1000003814697
-75.25,-46.75,11.3999996185303
-74.75,-46.75,11.3000001907349
-74.25,-46.75,12.3000001907349
-73.75,-46.75,8.30000019073486
-73.25,-46.75,6.09999990463257
-72.75,-46.75,12.1000003814697
-72.25,-46.75,9.80000019073486
-71.75,-46.75,11.8000001907349
-71.25,-46.75,11.5
-70.75,-46.75,14
-70.25,-46.75,14.3999996185303
-69.75,-46.75,15.8000001907349
-69.25,-46.75,16.2999992370605
-68.75,-46.75,16.8999996185303
-68.25,-46.75,17.2000007629395
-67.75,-46.75,17.1000003814697
-67.25,-46.75,17.7000007629395
167.75,-46.75,13.1000003814697
-74.75,-46.25,10.3000001907349
-74.25,-46.25,10.6000003814697
-73.75,-46.25,11.6999998092651
-73.25,-46.25,9.80000019073486
-72.75,-46.25,10.6000003814697
-72.25,-46.25,11.3999996185303
-71.75,-46.25,12.5
-71.25,-46.25,12.6999998092651
-70.75,-46.25,13.1000003814697
-70.25,-46.25,14.3999996185303
-69.75,-46.25,14.8000001907349
-69.25,-46.25,15.8999996185303
-68.75,-46.25,15.6999998092651
-68.25,-46.25,18
-67.75,-46.25,18.3999996185303
166.75,-46.25,12.8000001907349
167.25,-46.25,12.8000001907349
167.75,-46.25,13.3000001907349
168.25,-46.25,14.1000003814697
168.75,-46.25,14.5
169.25,-46.25,13.6999998092651
169.75,-46.25,14.3000001907349
-74.75,-45.75,11.5
-74.25,-45.75,11.8999996185303
-73.75,-45.75,12.6999998092651
-73.25,-45.75,10.3999996185303
-72.75,-45.75,9.5
-72.25,-45.75,11.8000001907349
-71.75,-45.75,11
-71.25,-45.75,12.3000001907349
-70.75,-45.75,13.8000001907349
-70.25,-45.75,14.8999996185303
-69.75,-45.75,15.8999996185303
-69.25,-45.75,16.7000007629395
-68.75,-45.75,17.2000007629395
-68.25,-45.75,16.6000003814697
-67.75,-45.75,17.1000003814697
166.75,-45.75,12.8000001907349
167.25,-45.75,11
167.75,-45.75,12
168.25,-45.75,14
168.75,-45.75,14.6999998092651
169.25,-45.75,14.1999998092651
169.75,-45.75,11.6000003814697
170.25,-45.75,13.5
-74.25,-45.25,12.1999998092651
-73.75,-45.25,12.1999998092651
-73.25,-45.25,12.1999998092651
-72.75,-45.25,10.3000001907349
-72.25,-45.25,10.8000001907349
-71.75,-45.25,11.5
-71.25,-45.25,12.1000003814697
-70.75,-45.25,13.5
-70.25,-45.25,14.6000003814697
-69.75,-45.25,14.6000003814697
-69.25,-45.25,17.2000007629395
-68.75,-45.25,17.2000007629395
-68.25,-45.25,17.7000007629395
-67.75,-45.25,18.3999996185303
-67.25,-45.25,17.5
-66.75,-45.25,19.7000007629395
167.25,-45.25,11.8999996185303
167.75,-45.25,14.1999998092651
168.25,-45.25,11.8999996185303
168.75,-45.25,12.6999998092651
169.25,-45.25,14.3000001907349
169.75,-45.25,13.6000003814697
170.25,-45.25,13.6000003814697
170.75,-45.25,14.3999996185303
-74.25,-44.75,11.8000001907349
-73.75,-44.75,12
-73.25,-44.75,12.1999998092651
-72.75,-44.75,12.6000003814697
-72.25,-44.75,11.5
-71.75,-44.75,10.5
-71.25,-44.75,10.3999996185303
-70.75,-44.75,13.6999998092651
-70.25,-44.75,15.1000003814697
-69.75,-44.75,14.1999998092651
-69.25,-44.75,16.7000007629395
-68.75,-44.75,17.6000003814697
-68.25,-44.75,18.2999992370605
-67.75,-44.75,18.7000007629395
-67.25,-44.75,19.1000003814697
-66.75,-44.75,18.3999996185303
-66.25,-44.75,18.8999996185303
-65.75,-44.75,19.7999992370605
167.75,-44.75,12
168.25,-44.75,11.6000003814697
168.75,-44.75,12.3000001907349
169.25,-44.75,15.8000001907349
169.75,-44.75,12.1000003814697
170.25,-44.75,12.3999996185303
170.75,-44.75,14.5
-74.25,-44.25,12.5
-73.75,-44.25,13.1999998092651
-73.25,-44.25,13.1999998092651
-72.75,-44.25,11.1000003814697
-72.25,-44.25,10.8000001907349
-71.75,-44.25,12.3999996185303
-71.25,-44.25,12.6999998092651
-70.75,-44.25,12.8999996185303
-70.25,-44.25,15.6000003814697
-69.75,-44.25,14.5
-69.25,-44.25,16.2999992370605
-68.75,-44.25,18
-68.25,-44.25,18.2000007629395
-67.75,-44.25,18.7999992370605
-67.25,-44.25,19.3999996185303
-66.75,-44.25,19.6000003814697
-66.25,-44.25,19.1000003814697
-65.75,-44.25,19.2000007629395
-65.25,-44.25,20.3999996185303
168.25,-44.25,14.3000001907349
168.75,-44.25,13.6999998092651
169.25,-44.25,13.3999996185303
169.75,-44.25,12.1999998092651
170.25,-44.25,15.6000003814697
170.75,-44.25,15.1000003814697
171.25,-44.25,16
-72.75,-43.75,12
-72.25,-43.75,11.6999998092651
-71.75,-43.75,10.6000003814697
-71.25,-43.75,13.1000003814697
-70.75,-43.75,12.5
-70.25,-43.75,14.5
-69.75,-43.75,16.6000003814697
-69.25,-43.75,16.2999992370605
-68.75,-43.75,18.8999996185303
-68.25,-43.75,19.1000003814697
-67.75,-43.75,19.3999996185303
-67.25,-43.75,19.7999992370605
-66.75,-43.75,19.5
-66.25,-43.75,19.8999996185303
-65.75,-43.75,19.8999996185303
169.25,-43.75,15.6999998092651
169.75,-43.75,12.6999998092651
170.25,-43.75,11
170.75,-43.75,10.6000003814697
171.25,-43.75,14.8000001907349
171.75,-43.75,16.2000007629395
172.25,-43.75,17
172.75,-43.75,16
-74.25,-43.25,12.1999998092651
-73.75,-43.25,13.1999998092651
-72.75,-43.25,11.3000001907349
-72.25,-43.25,11.6999998092651
-71.75,-43.25,8.89999961853027
-71.25,-43.25,11.8000001907349
-70.75,-43.25,12.8999996185303
-70.25,-43.25,14.6000003814697
-69.75,-43.25,14.5
-69.25,-43.25,17.2999992370605
-68.75,-43.25,17.7000007629395
-68.25,-43.25,18.6000003814697
-67.75,-43.25,19.8999996185303
-67.25,-43.25,20.6000003814697
-66.75,-43.25,20.7000007629395
-66.25,-43.25,20.6000003814697
-65.75,-43.25,21
-65.25,-43.25,21.2999992370605
146.25,-43.25,13.8999996185303
146.75,-43.25,13.1000003814697
147.25,-43.25,15.3000001907349
170.25,-43.25,15.1999998092651
170.75,-43.25,12.1000003814697
171.25,-43.25,13.1000003814697
171.75,-43.25,13.1999998092651
172.25,-43.25,15.8999996185303
172.75,-43.25,17
-73.75,-42.75,13.1999998092651
-72.75,-42.75,13.6000003814697
-72.25,-42.75,12.1999998092651
-71.75,-42.75,12.3999996185303
-71.25,-42.75,10.6999998092651
-70.75,-42.75,14
-70.25,-42.75,14.1999998092651
-69.75,-42.75,16
-69.25,-42.75,14.6999998092651
-68.75,-42.75,15
-68.25,-42.75,15.1000003814697
-67.75,-42.75,16.8999996185303
-67.25,-42.75,20.1000003814697
-66.75,-42.75,21.2000007629395
-66.25,-42.75,21.1000003814697
-65.75,-42.75,21.2999992370605
-65.25,-42.75,21.2999992370605
-64.25,-42.75,21.2000007629395
-63.75,-42.75,20.7999992370605
145.75,-42.75,14.3000001907349
146.25,-42.75,13.1999998092651
146.75,-42.75,13.6999998092651
147.25,-42.75,16.2999992370605
147.75,-42.75,15.6999998092651
171.25,-42.75,15.1999998092651
171.75,-42.75,13
172.25,-42.75,13.6999998092651
172.75,-42.75,16.2000007629395
173.25,-42.75,16.7999992370605
-73.75,-42.25,13.3999996185303
-72.75,-42.25,14.3999996185303
-72.25,-42.25,11.3999996185303
-71.75,-42.25,12.8000001907349
-71.25,-42.25,14.5
-70.75,-42.25,14.3000001907349
-70.25,-42.25,14
-69.75,-42.25,15.3000001907349
-69.25,-42.25,14.8000001907349
-68.75,-42.25,15.1999998092651
-68.25,-42.25,15.1999998092651
-67.75,-42.25,17
-67.25,-42.25,18.8999996185303
-66.75,-42.25,19.1000003814697
-66.25,-42.25,20.2000007629395
-65.75,-42.25,21.1000003814697
-65.25,-42.25,21.7999992370605
-64.75,-42.25,21.7000007629395
-64.25,-42.25,21.6000003814697
-63.75,-42.25,21.2999992370605
145.25,-42.25,15.3000001907349
145.75,-42.25,13.3000001907349
146.25,-42.25,11.8999996185303
146.75,-42.25,13.8999996185303
147.25,-42.25,14.5
147.75,-42.25,15.5
148.25,-42.25,16.1000003814697
171.75,-42.25,16.1000003814697
172.25,-42.25,14.6999998092651
172.75,-42.25,11.5
173.25,-42.25,12.8000001907349
173.75,-42.25,14.1000003814697
-73.75,-41.75,13.8999996185303
-73.25,-41.75,14.1999998092651
-72.25,-41.75,12.3000001907349
-71.75,-41.75,11.1000003814697
-71.25,-41.75,10.8000001907349
-70.75,-41.75,12.8999996185303
-70.25,-41.75,13.5
-69.75,-41.75,13.8999996185303
-69.25,-41.75,14.8000001907349
-68.75,-41.75,16.2000007629395
-68.25,-41.75,15.5
-67.75,-41.75,17.2999992370605
-67.25,-41.75,18.2999992370605
-66.75,-41.75,18.2999992370605
-66.25,-41.75,19.8999996185303
-65.75,-41.75,20.8999996185303
-65.25,-41.75,21.6000003814697
145.25,-41.75,14.5
145.75,-41.75,13.1999998092651
146.25,-41.75,12.1000003814697
146.75,-41.75,11.8000001907349
147.25,-41.75,16.6000003814697
147.75,-41.75,15.6000003814697
148.25,-41.75,15.8000001907349
171.75,-41.75,15.3999996185303
172.25,-41.75,14.8999996185303
172.75,-41.75,14.6000003814697
173.25,-41.75,14.1999998092651
173.75,-41.75,14.6999998092651
174.25,-41.75,17.5
-73.75,-41.25,13
-73.25,-41.25,13.3999996185303
-72.75,-41.25,14.3999996185303
-72.25,-41.25,12.5
-71.75,-41.25,11.3999996185303
-71.25,-41.25,12.3000001907349
-70.75,-41.25,13.6000003814697
-70.25,-41.25,14.8999996185303
-69.75,-41.25,15.6999998092651
-69.25,-41.25,16.7000007629395
-68.75,-41.25,17.2999992370605
-68.25,-41.25,17.6000003814697
-67.75,-41.25,17.3999996185303
-67.25,-41.25,17.6000003814697
-66.75,-41.25,17.7999992370605
-66.25,-41.25,20.2000007629395
-65.75,-41.25,21.6000003814697
-65.25,-41.25,22.3999996185303
144.75,-41.25,15.3000001907349
145.25,-41.25,14.1999998092651
145.75,-41.25,14.6000003814697
146.25,-41.25,16.2999992370605
146.75,-41.25,16.2999992370605
147.25,-41.25,15.8000001907349
147.75,-41.25,15.3999996185303
148.25,-41.25,16.7000007629395
172.25,-41.25,14.8999996185303
172.75,-41.25,14.5
173.25,-41.25,17.1000003814697
173.75,-41.25,16.3999996185303
174.25,-41.25,17.2999992370605
174.75,-41.25,16.7999992370605
175.25,-41.25,17.2000007629395
175.75,-41.25,16.5
-73.75,-40.75,13.1000003814697
-73.25,-40.75,14.1999998092651
-72.75,-40.75,14.6000003814697
-72.25,-40.75,12.3999996185303
-71.75,-40.75,13
-71.25,-40.75,12.8000001907349
-70.75,-40.75,14.6999998092651
-70.25,-40.75,16.2000007629395
-69.75,-40.75,15.3000001907349
-69.25,-40.75,17.1000003814697
-68.75,-40.75,16.7999992370605
-68.25,-40.75,18.1000003814697
-67.75,-40.75,19.1000003814697
-67.25,-40.75,20.2000007629395
-66.75,-40.75,21.2000007629395
-66.25,-40.75,22.1000003814697
-65.75,-40.75,22.5
-65.25,-40.75,22.8999996185303
-64.75,-40.75,23.1000003814697
-64.25,-40.75,22.5
-63.75,-40.75,22.2000007629395
-63.25,-40.75,22
-62.75,-40.75,21.6000003814697
-62.25,-40.75,21.2999992370605
144.75,-40.75,15.8999996185303
172.25,-40.75,16
172.75,-40.75,16.6000003814697
175.25,-40.75,16.1000003814697
175.75,-40.75,16.2000007629395
176.25,-40.75,16.7999992370605
-73.75,-40.25,13.6000003814697
-73.25,-40.25,14.3000001907349
-72.75,-40.25,15.6000003814697
-72.25,-40.25,16
-71.75,-40.25,11.8999996185303
-71.25,-40.25,11.3000001907349
-70.75,-40.25,16.1000003814697
-70.25,-40.25,16.3999996185303
-69.75,-40.25,16.7000007629395
-69.25,-40.25,16.6000003814697
-68.75,-40.25,17.3999996185303
-68.25,-40.25,18.1000003814697
-67.75,-40.25,20
-67.25,-40.25,21.3999996185303
-66.75,-40.25,22.1000003814697
-66.25,-40.25,22.8999996185303
-65.75,-40.25,23.2999992370605
-65.25,-40.25,23.3999996185303
-64.75,-40.25,22.8999996185303
-64.25,-40.25,22.8999996185303
-63.75,-40.25,22.6000003814697
-63.25,-40.25,22.2000007629395
-62.75,-40.25,21.8999996185303
-62.25,-40.25,21.6000003814697
148.25,-40.25,17.3999996185303
175.25,-40.25,17.3999996185303
175.75,-40.25,17
176.25,-40.25,16.7000007629395
176.75,-40.25,17.7000007629395
-73.25,-39.75,15.8999996185303
-72.75,-39.75,15.8999996185303
-72.25,-39.75,14.8999996185303
-71.75,-39.75,13.6000003814697
-71.25,-39.75,14.5
-70.75,-39.75,15.6000003814697
-70.25,-39.75,16.3999996185303
-69.75,-39.75,18.7999992370605
-69.25,-39.75,19.7999992370605
-68.75,-39.75,19.8999996185303
-68.25,-39.75,20
-67.75,-39.75,21.3999996185303
-67.25,-39.75,22.5
-66.75,-39.75,23.2000007629395
-66.25,-39.75,22.7999992370605
-65.75,-39.75,23.2000007629395
-65.25,-39.75,23.3999996185303
-64.75,-39.75,23.2000007629395
-64.25,-39.75,23.2000007629395
-63.75,-39.75,22.8999996185303
-63.25,-39.75,22.5
-62.75,-39.75,22.2000007629395
-62.25,-39.75,21.8999996185303
174.75,-39.75,17.1000003814697
175.25,-39.75,16.7000007629395
175.75,-39.75,15.6000003814697
176.25,-39.75,14.8000001907349
176.75,-39.75,17.8999996185303
-73.25,-39.25,15.8999996185303
-72.75,-39.25,15.5
-72.25,-39.25,16.3999996185303
-71.75,-39.25,15.6999998092651
-71.25,-39.25,13.5
-70.75,-39.25,13.6999998092651
-70.25,-39.25,16.7999992370605
-69.75,-39.25,19.1000003814697
-69.25,-39.25,19.6000003814697
-68.75,-39.25,21.2999992370605
-68.25,-39.25,20.8999996185303
-67.75,-39.25,22.1000003814697
-67.25,-39.25,22.3999996185303
-66.75,-39.25,22.8999996185303
-66.25,-39.25,23.2999992370605
-65.75,-39.25,23.7000007629395
-65.25,-39.25,23.3999996185303
-64.75,-39.25,23.5
-64.25,-39.25,23.3999996185303
-63.75,-39.25,23.2000007629395
-63.25,-39.25,23
-62.75,-39.25,22.7000007629395
-62.25,-39.25,22.5
173.75,-39.25,17
174.25,-39.25,16
174.75,-39.25,16.2999992370605
175.25,-39.25,15.6999998092651
175.75,-39.25,12.8000001907349
176.25,-39.25,12.8999996185303
176.75,-39.25,17
-73.25,-38.75,15.8000001907349
-72.75,-38.75,16.2999992370605
-72.25,-38.75,16.8999996185303
-71.75,-38.75,13.6000003814697
-71.25,-38.75,15.1999998092651
-70.75,-38.75,13.3000001907349
-70.25,-38.75,17.8999996185303
-69.75,-38.75,19.8999996185303
-69.25,-38.75,20.8999996185303
-68.75,-38.75,21.1000003814697
-68.25,-38.75,22.6000003814697
-67.75,-38.75,22.3999996185303
-67.25,-38.75,22.7999992370605
-66.75,-38.75,23.3999996185303
-66.25,-38.75,23.6000003814697
-65.75,-38.75,23.7999992370605
-65.25,-38.75,23.8999996185303
-64.75,-38.75,23.7000007629395
-64.25,-38.75,23.8999996185303
-63.75,-38.75,23.3999996185303
-63.25,-38.75,23.2000007629395
-62.75,-38.75,23.2000007629395
-62.25,-38.75,23.2000007629395
-61.75,-38.75,22.3999996185303
-61.25,-38.75,22
-60.75,-38.75,21.7999992370605
-60.25,-38.75,21.6000003814697
-59.75,-38.75,21.2000007629395
-59.25,-38.75,20.8999996185303
143.25,-38.75,18
143.75,-38.75,17.3999996185303
146.25,-38.75,18.3999996185303
174.75,-38.75,17.7000007629395
175.25,-38.75,17.2000007629395
175.75,-38.75,16.6000003814697
176.25,-38.75,15.5
176.75,-38.75,15.5
177.25,-38.75,16.3999996185303
177.75,-38.75,17.6000003814697
-73.25,-38.25,16
-72.75,-38.25,17.1000003814697
-72.25,-38.25,17.7999992370605
-71.75,-38.25,15
-71.25,-38.25,16
-70.75,-38.25,16.6000003814697
-70.25,-38.25,18.2000007629395
-69.75,-38.25,20.8999996185303
-69.25,-38.25,21.5
-68.75,-38.25,22.7999992370605
-68.25,-38.25,21.8999996185303
-67.75,-38.25,23.2000007629395
-67.25,-38.25,23.5
-66.75,-38.25,23.6000003814697
-66.25,-38.25,23.8999996185303
-65.75,-38.25,24.1000003814697
-65.25,-38.25,23.7000007629395
-64.75,-38.25,23.8999996185303
-64.25,-38.25,24
-63.75,-38.25,24
-63.25,-38.25,23
-62.75,-38.25,22.7999992370605
-62.25,-38.25,22.2999992370605
-61.75,-38.25,22
-61.25,-38.25,21.5
-60.75,-38.25,21.7000007629395
-60.25,-38.25,21.3999996185303
-59.75,-38.25,21.1000003814697
-59.25,-38.25,20.8999996185303
-58.75,-38.25,20.7000007629395
-58.25,-38.25,20.3999996185303
-57.75,-38.25,19.7000007629395
141.75,-38.25,18.3999996185303
142.25,-38.25,18.6000003814697
142.75,-38.25,18.7999992370605
143.25,-38.25,19.1000003814697
143.75,-38.25,18.5
144.25,-38.25,18.7999992370605
145.25,-38.25,19.2999992370605
145.75,-38.25,18.8999996185303
146.25,-38.25,18.3999996185303
146.75,-38.25,18.3999996185303
147.25,-38.25,18.7999992370605
174.75,-38.25,17.7999992370605
175.25,-38.25,18.2000007629395
175.75,-38.25,17.6000003814697
176.25,-38.25,17
176.75,-38.25,17.7000007629395
177.25,-38.25,17.1000003814697
177.75,-38.25,16.5
178.25,-38.25,18.6000003814697
-73.25,-37.75,15.6000003814697
-72.75,-37.75,17.3999996185303
-72.25,-37.75,20.2000007629395
-71.75,-37.75,19.3999996185303
-71.25,-37.75,15.8000001907349
-70.75,-37.75,17.2999992370605
-70.25,-37.75,19
-69.75,-37.75,19.5
-69.25,-37.75,21.5
-68.75,-37.75,20.2000007629395
-68.25,-37.75,22.8999996185303
-67.75,-37.75,23.5
-67.25,-37.75,23.7000007629395
-66.75,-37.75,23.8999996185303
-66.25,-37.75,24.2999992370605
-65.75,-37.75,24.3999996185303
-65.25,-37.75,24.2000007629395
-64.75,-37.75,23.8999996185303
-64.25,-37.75,23.7999992370605
-63.75,-37.75,23.7000007629395
-63.25,-37.75,23.1000003814697
-62.75,-37.75,22.2999992370605
-62.25,-37.75,21.2000007629395
-61.75,-37.75,22
-61.25,-37.75,22
-60.75,-37.75,21.7999992370605
-60.25,-37.75,21.2999992370605
-59.75,-37.75,21
-59.25,-37.75,20.5
-58.75,-37.75,20.5
-58.25,-37.75,20.6000003814697
-57.75,-37.75,20.5
140.25,-37.75,18.6000003814697
140.75,-37.75,18
141.25,-37.75,18.7999992370605
141.75,-37.75,18.7999992370605
142.25,-37.75,18.5
142.75,-37.75,19.1000003814697
143.25,-37.75,19.1000003814697
143.75,-37.75,18.5
144.25,-37.75,18.3999996185303
144.75,-37.75,19.6000003814697
145.25,-37.75,19.7000007629395
145.75,-37.75,18.2000007629395
146.25,-37.75,16.7000007629395
146.75,-37.75,18.2000007629395
147.25,-37.75,18.7999992370605
147.75,-37.75,19.2000007629395
148.25,-37.75,19.3999996185303
148.75,-37.75,19.2000007629395
149.25,-37.75,18.8999996185303
175.25,-37.75,18.3999996185303
175.75,-37.75,19.2999992370605
176.25,-37.75,18.6000003814697
177.75,-37.75,18.1000003814697
178.25,-37.75,18.1000003814697
-73.25,-37.25,16.8999996185303
-72.75,-37.25,19
-72.25,-37.25,20.8999996185303
-71.75,-37.25,18.8999996185303
-71.25,-37.25,15.3000001907349
-70.75,-37.25,18.7000007629395
-70.25,-37.25,18.8999996185303
